Author(s) ID,Title,Year,Source title,Cited by,DOI,Link,Author Keywords,Index Keywords,Funding Details,Document Type,Access Type,Source
"6506496540;55770010600;23045873700;16452268000;","Similarities and dissimilarities between the last two deglaciations and interglaciations in the North Atlantic region",2014,"Quaternary Science Reviews",93,"10.1016/j.quascirev.2014.06.016","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84903834912&doi=10.1016%2fj.quascirev.2014.06.016&partnerID=40&md5=ea2cdd2745c03c8f3ac33e935dc72ba4","Interglaciations; Rapid climate change; Sea surface temperature","Atmospheric temperature; Climate change; Glacial geology; Isotopes; Oceanography; Interglaciation; Interglaciations; Last deglaciation; Long-term trend; Rapid climate change; Sea surface temperature (SST); Sea surface temperatures; Temporal resolution; Mammals; climate oscillation; deglaciation; ice core; Last Interglacial; paleoceanography; sea surface temperature; Atlantic Ocean; Atlantic Ocean (North)","243908

",Article,,Scopus
"23767602300;36188727600;16481216400;35783170300;20333740500;8944391300;57207599295;6603322187;57203233498;16679209700;56082268400;55633364100;35746929000;7401598030;7006154277;6601960779;56082808900;8295228500;6603412393;7005123164;7006183995;","Genetic diversity in caribou linked to past and future climate change",2014,"Nature Climate Change",93,"10.1038/nclimate2074","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84896806989&doi=10.1038%2fnclimate2074&partnerID=40&md5=df68f7543be6bbe16b295520c24ea622",,"climate change; deer; future prospect; genetic structure; genetic variation; molecular analysis; Pleistocene; time series; North America","",Article,,Scopus
"6701330678;23034845400;15848554200;55624030100;","Adoption of improved wheat varieties and impacts on household food security in Ethiopia",2014,"Food Policy",93,"10.1016/j.foodpol.2013.09.012","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84893784384&doi=10.1016%2fj.foodpol.2013.09.012&partnerID=40&md5=6944e20a65934e3e8a8b9ae9afd81979","Endogenous switching regression; Ethiopia; Food security; Generalized propensity score; Treatment effects; Wheat variety adoption","agricultural research; crop production; food security; regression analysis; welfare impact; wheat; Ethiopia; Triticum aestivum",,Article,,Scopus
"7403334316;6701797178;35512034700;","Pathologizing poverty: New forms of diagnosis, disability, and structural stigma under welfare reform",2014,"Social Science and Medicine",93,"10.1016/j.socscimed.2013.06.033","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84893494821&doi=10.1016%2fj.socscimed.2013.06.033&partnerID=40&md5=c9c7f2cda1251a23aa3c79b02b8e3a54","Addiction; Disability; Mental illness; Poverty; Stigma; Structure; U.S.A.; Welfare reform","Addiction; Disability; Mental illness; Poverty; Stigma; Structure; U.S.A.; Welfare reform; Anthropology, Cultural; Chronic Disease; Female; Humans; Insurance, Disability; Male; Mental Disorders; New York City; Organizational Case Studies; Poverty; Qualitative Research; Social Security; Social Welfare; Stereotyping; United States","DA 032674, DA 010164

AA020331, DA27599, DA027204, DA027689

",Article,,Scopus
"34880247400;","Media populism: A conceptual clarification and some theses on its effects",2014,"Communication Theory",93,"10.1111/comt.12029","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84892501350&doi=10.1111%2fcomt.12029&partnerID=40&md5=d0103e98256fd9fced4116e906f16e87",,"conceptual framework; Internet; media role; organizational framework",,Article,,Scopus
"16317566300;12786666600;","When Middle East meets West: Understanding the motives andperceptions of young tourists from United Arab Emirates",2014,"Tourism Management",93,"10.1016/j.tourman.2013.05.003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84879353355&doi=10.1016%2fj.tourman.2013.05.003&partnerID=40&md5=ffd1ae965b8cb47b76bfdb0d9cdfac06","Arab tourists; Luxury consumption; Motivation; Paris; Perceived image; Push-pull framework; Segmentation; UAE","advertising; perception; segmentation; tourism market; tourist destination; travel behavior; Abu Dhabi [United Arab Emirates]; Dubai [United Arab Emirates]; France; Ile de France; Paris; Sharjah [United Arab Emirates]; United Arab Emirates; Ville de Paris",,Article,,Scopus
"48461531100;23994263800;23972262000;","Regional Social Legitimacy of Entrepreneurship: Implications for Entrepreneurial Intention and Start-up Behaviour [La légitimité sociale régionale de l'entrepreneuriat: Les conséquences pour les intentions entrepreneuriales et le comportement de démarrage]",2014,"Regional Studies",93,"10.1080/00343404.2013.851373","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84921775689&doi=10.1080%2f00343404.2013.851373&partnerID=40&md5=d6a306102ecfcc8297a1b7018e4fe7fb","Culture; Entrepreneurship; Institutions; Psychology; Region; Social legitimacy","business development; cultural relations; econometrics; entrepreneur; perception; psychology; socioeconomic conditions; culture; regional geography; Austria; Finland","140973, 135696",Article,,Scopus
"6603669192;","Historicizing food sovereignty",2014,"Journal of Peasant Studies",93,"10.1080/03066150.2013.876999","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84919845193&doi=10.1080%2f03066150.2013.876999&partnerID=40&md5=cd2f1058a47323964b805c5732e366cb","food regime; food sovereignty; historicization",,,Article,,Scopus
"35199298000;57211739538;7202960166;8275607800;","Pertussis epidemic — California, 2014",2014,"Morbidity and Mortality Weekly Report",93,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84915750518&partnerID=40&md5=f61db5b35ed34c1da91dd238c6051832",,"diphtheria pertussis tetanus vaccine; adolescent; ancestry group; child; Epidemics; ethnic group; female; hospitalization; human; incidence; infant; male; practice guideline; pregnancy; preschool child; statistics and numerical data; United States; Whooping Cough; Adolescent; California; Child; Child, Preschool; Continental Population Groups; Diphtheria-Tetanus-acellular Pertussis Vaccines; Epidemics; Ethnic Groups; Female; Hospitalization; Humans; Incidence; Infant; Male; Practice Guidelines as Topic; Pregnancy; Whooping Cough",,Note,,Scopus
"57202415086;56429430700;","‘Of course we are on Facebook’: Use and non-use of social media among Swedish and Norwegian politicians",2014,"European Journal of Communication",93,"10.1177/0267323114531383","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84912064655&doi=10.1177%2f0267323114531383&partnerID=40&md5=db962f50a54bcb63970306fc4944aec4","Facebook; Internet related; political communication; social media; technology; Twitter",,,Article,,Scopus
"6602214882;56414567000;","Structural Power and Bank Bailouts in the United Kingdom and the United States",2014,"Politics and Society",93,"10.1177/0032329214547342","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84910024910&doi=10.1177%2f0032329214547342&partnerID=40&md5=aedc803e9f705c6be48fae9f143712be","bailouts; business; financial crisis; political economy; structural power",,,Article,,Scopus
"7005000019;7102032246;7202139484;55534001400;56399307300;18437416400;10143331000;7401669603;7004908945;7401957985;56083693700;6603216591;55547104503;56563194200;57203105868;6602310076;7408607982;23488600900;6603566212;56402303800;6603705822;56261275200;7406979528;7004788985;55986273400;7003302410;25936851600;55911961500;6701786626;","Detection and impacts of leakage from sub-seafloor deep geological carbon dioxide storage",2014,"Nature Climate Change",93,"10.1038/nclimate2381","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84908542918&doi=10.1038%2fnclimate2381&partnerID=40&md5=8df1e10411cf823d5a6ddec002857c8b",,"carbon dioxide; carbon sequestration; detection method; ecological impact; environmental impact; leakage; repository; seafloor; underground storage","619-0292

5-1-5, 541-0052

819-0395

",Article,,Scopus
"55510737500;56954954900;","Internationalization at Home Alternatives to Study Abroad: Implications for Students’ Development of Global, International, and Intercultural Competencies",2014,"Journal of Studies in International Education",93,"10.1177/1028315313496572","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84908149131&doi=10.1177%2f1028315313496572&partnerID=40&md5=0e9674353376af9a6d823f00b2737b7d","globalization and international higher education; internationalization of higher education; internationalization of teaching; internationalization of the curriculum; learning and research; study abroad",,,Article,,Scopus
"7103329719;","Communicating adaptation to climate change: The art and science of public engagement when climate change comes home",2014,"Wiley Interdisciplinary Reviews: Climate Change",93,"10.1002/wcc.276","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84907579271&doi=10.1002%2fwcc.276&partnerID=40&md5=8611f36baa442bca1c978305f1122ac5",,"Behavioral research; Computational linguistics; Adaptation to climate changes; Climate change adaptation; Climate change impact; Communication practices; Conflict of interest; Conflicts of interest; Critical researches; Emotional response; Climate change; adaptive management; climate change; climate effect; communication; knowledge; perception; trend analysis",,Review,,Scopus
"57198894318;55805728700;46461341100;","A study of heavy metal pollution in China: Current status, pollution-control policies and countermeasures",2014,"Sustainability (Switzerland)",93,"10.3390/su6095820","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84906851170&doi=10.3390%2fsu6095820&partnerID=40&md5=c2ee9fcc848dc07832129cb0527b27f9","China; Heavy metal pollution; Pollution control; Public policy; Solid wastes; Waste gas; Waste water",,,Article,Open Access,Scopus
"55804600200;6603040157;","Applying user centred and participatory design approaches to commercial product development",2014,"Design Studies",93,"10.1016/j.destud.2014.06.001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84906316993&doi=10.1016%2fj.destud.2014.06.001&partnerID=40&md5=2987b018b4aec3d51e547a0e439a2b76","HCI; interaction design; product design; user centred design; user participation","Human computer interaction; Product design; Product development; Commercial potential; Intelligent mobility; Interaction design; Participatory design; Product manufacturers; Products and services; User centred design; User participation; User interfaces",,Article,,Scopus
"55808986200;15118955600;56089550600;","Final deliveries for online shopping: The deployment of pickup point networks in urban and suburban areas",2014,"Research in Transportation Business and Management",93,"10.1016/j.rtbm.2014.03.002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84905733480&doi=10.1016%2fj.rtbm.2014.03.002&partnerID=40&md5=73ac712a2de96d72a48c980314ff3f5d","E-commerce; Final delivery; Pickup point; Urban freight",,,Article,,Scopus
"54788627000;56187776800;","Content based lecture video retrieval using speech and video text information",2014,"IEEE Transactions on Learning Technologies",93,"10.1109/TLT.2014.2307305","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84904325195&doi=10.1109%2fTLT.2014.2307305&partnerID=40&md5=3fd0f8941797ee2232346f4668e1af02","automatic video indexing; content-based video search; lecture video archives; Lecture videos","Image retrieval; Image segmentation; Optical character recognition; Video recording; World Wide Web; Automatic speech recognition; Automatic video indexing; Automatic video segmentation; Lecture video; Optical character recognition (OCR); Video content navigation; Video search; Video text information; Indexing (of information)",,Article,Open Access,Scopus
"35067825700;8967971100;16229529400;","Educational data mining and learning analytics: Applications to constructionist research",2014,"Technology, Knowledge and Learning",93,"10.1007/s10758-014-9223-7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84902536375&doi=10.1007%2fs10758-014-9223-7&partnerID=40&md5=5034a8839da9f52735971ada4e1bbf72","Constructionism; Design of learning environments; Educational data mining; Learning analytics; Project-based learning","Computer aided instruction; Data mining; Constructionism; Educational data mining; Learning analytics; Learning environments; Project based learning; Research","1055130, 1048577, -0836012

-1331655, -1338508",Review,,Scopus
"55683571100;7403168371;","Gerontechnology acceptance by elderly Hong Kong Chinese: a senior technology acceptance model (STAM)",2014,"Ergonomics",93,"10.1080/00140139.2014.895855","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84901314273&doi=10.1080%2f00140139.2014.895855&partnerID=40&md5=71f12f8a2822f4b5a6215d44f9217a5e","facilitating conditions; gerontechnology; health and ability characteristics; Hong Kong Chinese; senior technology acceptance model","Behavioral research; Health; Technology; Acceptance of technologies; Attitudinal factors; Facilitating conditions; Gerontechnology; Hong Kong Chinese; Questionnaire surveys; Technology acceptance; Technology acceptance model; Acceptance tests; age factors; aged; aged, 80 and over; anxiety; attitude; China; consumer behavior; cross-sectional studies; Educational Status; ethnology; Female; Health Status; Hong Kong; Humans; Male; Middle Aged; Models, Theoretical; psychology; Questionnaires; Self Efficacy; Sex Factors; Technology; Age Factors; Aged; Aged, 80 and over; Anxiety; Attitude; China; Consumer Behavior; Cross-Sectional Studies; Educational Status; Female; Health Status; Hong Kong; Humans; Male; Middle Aged; Models, Theoretical; Questionnaires; Self Efficacy; Sex Factors; Technology",,Article,,Scopus
"54412722700;36683099400;7004915558;6701826631;","Historical trauma as public narrative: A conceptual review of how history impacts present-day health",2014,"Social Science and Medicine",93,"10.1016/j.socscimed.2014.01.043","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84896813979&doi=10.1016%2fj.socscimed.2014.01.043&partnerID=40&md5=b25dac3e30944684c92d3a5e2632d1cc","Community health; Historical trauma; Personal narratives; Public narratives; Resilience","critical analysis; ethnic minority; health care; health impact; theoretical study; causal attribution; coping behavior; distress syndrome; health status; historical trauma; history; human; medical literature; medical research; narrative; personal experience; psychotrauma; public health; review; Community health; Historical trauma; Personal narratives; Public narratives; Resilience; Empirical Research; Health Status; Humans; Life Change Events; Models, Theoretical; Narration; Resilience, Psychological; Stress, Psychological","K12HD066065

T32 DA 019426",Review,,Scopus
