Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Total Docs. (2013);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Region;Publisher;Coverage;Categories
3047;21100220434;"Science of Gymnastics Journal";journal;"18557171";0,195;Q3;8;23;23;654;10;20;0,50;28,43;Slovenia;Eastern Europe;"Faculty of Sport, University of Ljubljana";"2012-2020";"Education (Q3); Orthopedics and Sports Medicine (Q3); Physical Therapy, Sports Therapy and Rehabilitation (Q3)"
3048;19700172105;"Tijdschrift voor Bedrijfs- en Verzekeringsgeneeskunde";journal;"18765858, 0929600X";0,195;Q4;3;158;222;625;23;72;0,42;3,96;Netherlands;Western Europe;"Bohn Stafleu van Loghum";"1993-1996, 2009-2020";"Health Policy (Q3); Health Information Management (Q4); Health (social science) (Q4)"
3049;27949;"Zeitschrift fur Wirtschaftsgeographie";journal;"00443751";0,195;Q3;16;15;47;923;25;46;0,56;61,53;Germany;Western Europe;"Walter de Gruyter GmbH";"1978-1981, 1984, 1988-2020";"Geography, Planning and Development (Q3); Economics and Econometrics (Q4)"
3050;26596;"American Indian Culture and Research Journal";journal;"01616463";0,194;Q2;14;29;91;2245;52;82;0,72;77,41;United States;Northern America;"UCLA American Indian Studies Center";"1986, 1988, 2000-2018";"Anthropology (Q2); Arts and Humanities (miscellaneous) (Q3)"
3051;145256;"Australian Educational Computing";journal;"08169020";0,194;Q3;12;39;28;732;15;22;0,40;18,77;Australia;Pacific Region;"Australian Council for Computers in Education";"2002-2019";"Education (Q3); Computer Science Applications (Q4); E-learning (Q4)"
3052;40068;"Ethnohistory";journal;"15275477, 00141801";0,194;Q2;26;33;77;1999;52;75;0,45;60,58;United States;Northern America;"Duke University Press";"1970, 1975-1977, 1981, 1983-1984, 1986, 1996-2019";"Anthropology (Q2); History (Q2)"
3053;19700177700;"European Energy and Environmental Law Review";journal;"18793886, 25890387";0,194;Q3;13;19;57;2183;21;56;0,35;114,89;Netherlands;Western Europe;"Kluwer Law International";"2008-2019";"Geography, Planning and Development (Q3); Law (Q3); Management, Monitoring, Policy and Law (Q3); Renewable Energy, Sustainability and the Environment (Q3)"
3054;145539;"International Journal for the Semiotics of Law";journal;"09528059";0,194;Q3;13;48;85;2168;17;81;0,14;45,17;Netherlands;Western Europe;"Springer Netherlands";"1988-2002, 2004-2020";"Language and Linguistics (Q2); Law (Q3)"
3055;21100789945;"International Journal of Gastronomy and Food Science";journal;"18784518, 1878450X";0,194;Q2;14;0;19;0;8;17;0,47;0,00;Netherlands;Western Europe;"Elsevier BV";"2012, 2014-2020";"Cultural Studies (Q2); Food Science (Q4)"
3056;7100153151;"Journal of Arabic Literature";journal;"00852376, 1570064X";0,194;Q2;10;11;45;1642;15;43;0,46;149,27;Netherlands;Western Europe;"Brill Academic Publishers";"1970-1971, 1973-1974, 1976, 1978, 1980-1981, 1983-2019";"Literature and Literary Theory (Q1); Cultural Studies (Q2)"
3057;19700170190;"Journal of Men's Studies, The";journal;"10608265, 19330251";0,194;Q2;10;25;18;908;9;18;0,50;36,32;United States;Northern America;"SAGE Publications Inc.";"2012-2020";"Cultural Studies (Q2); Gender Studies (Q3); Social Psychology (Q4)"
3058;21100218047;"Journal of the North Atlantic";journal;"19351933, 19351984";0,194;Q2;7;0;8;0;4;7;0,57;0,00;United States;Northern America;"Eagle Hill Foundation";"2012, 2014-2020";"Anthropology (Q2); Archeology (Q2); Archeology (arts and humanities) (Q2); Cultural Studies (Q2); History (Q2)"
3059;25988;"Social Research";journal;"0037783X";0,194;Q3;42;65;176;1599;102;158;0,56;24,60;United States;Northern America;"New School University";"1946-1947, 1972-1974, 1976, 1979-1980, 1982-1986, 1988, 1995-2019";"Social Sciences (miscellaneous) (Q3); Sociology and Political Science (Q3)"
3060;21100255515;"Australasian Journal of Gifted Education";journal;"13239686";0,193;Q3;7;12;42;349;6;32;0,13;29,08;Australia;Pacific Region;"Australian Association for the Education of the Gifted and Talented";"2009-2019";"Education (Q3)"
3061;21100220476;"International Journal of Work Innovation";journal;"20439032, 20439040";0,193;Q3;5;0;8;0;3;8;0,38;0,00;Switzerland;Western Europe;"Inderscience Publishers";"2012, 2015-2017";"Communication (Q3); Computer Networks and Communications (Q3); Organizational Behavior and Human Resource Management (Q3); Management of Technology and Innovation (Q4)"
3062;5800207817;"Journal of Greek Linguistics";journal;"15665844";0,193;Q2;5;19;41;613;8;32;0,21;32,26;Netherlands;Western Europe;"Brill Academic Publishers";"2010-2019";"Language and Linguistics (Q2); Linguistics and Language (Q2)"
3063;12247;"Journal of Human Behavior in the Social Environment";journal;"15403556, 10911359";0,193;Q2;30;83;198;3482;81;197;0,24;41,95;United States;Northern America;"Routledge";"1998-2020";"Anthropology (Q2); Social Sciences (miscellaneous) (Q3)"
3064;53663;"Journal of Near Eastern Studies";journal;"00222968, 15456978";0,193;Q2;16;17;42;1665;15;41;0,35;97,94;United States;Northern America;"University of Chicago";"1968, 1974, 1980, 1982-1988, 1992-1994, 1996-2020";"Archeology (Q2); Cultural Studies (Q2); Linguistics and Language (Q2); Arts and Humanities (miscellaneous) (Q3)"
3065;13413;"Legal Reference Services Quarterly";journal;"0270319X, 1540949X";0,193;Q3;7;15;48;1211;9;48;0,20;80,73;United States;Northern America;"Taylor and Francis Ltd.";"1981-2020";"Law (Q3); Library and Information Sciences (Q3)"
3066;22273;"Peace Economics, Peace Science and Public Policy";journal;"15548597, 10792457";0,193;Q3;15;28;52;880;30;51;0,63;31,43;Germany;Western Europe;"Walter de Gruyter GmbH";"1994-1996, 1999-2020";"Management, Monitoring, Policy and Law (Q3); Political Science and International Relations (Q3); Sociology and Political Science (Q3); Economics and Econometrics (Q4)"
3067;19700174616;"Pedagogische Studien";journal;"01650645";0,193;Q3;7;34;83;809;16;75;0,15;23,79;Netherlands;Western Europe;"Vereniging voor Onderwijs Research (VOR)";"2009-2019";"Education (Q3)"
3068;11600153783;"Review of Faith and International Affairs";journal;"19317743, 15570274";0,193;Q3;9;41;154;754;18;145;0,07;18,39;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2009-2020";"Religious Studies (Q1); Sociology and Political Science (Q3)"
3069;20383;"Temple Law Review";journal;"08998086";0,193;Q3;14;24;57;3728;18;44;0,39;155,33;United States;Northern America;"Temple University";"1992-1994, 1996-2019";"Law (Q3)"
3070;11700154364;"Alter";journal;"18750672, 18750680";0,192;Q4;16;28;88;845;29;64;0,46;30,18;France;Western Europe;"Elsevier Masson";"2007-2020";"Health Policy (Q3); Orthopedics and Sports Medicine (Q3); Psychiatry and Mental Health (Q3); Health (social science) (Q4); Public Health, Environmental and Occupational Health (Q4)"
3071;19343;"Archives of Natural History";journal;"17556260, 02609541";0,192;Q2;7;35;63;1553;11;63;0,19;44,37;United Kingdom;Western Europe;"Edinburgh University Press";"1981-1983, 1985-1989, 1991-1992, 1994, 1996, 1998-2004, 2006, 2008-2019";"Anthropology (Q2); History (Q2); Agricultural and Biological Sciences (miscellaneous) (Q3)"
3072;55037;"Asian Affairs";journal;"00927678, 19401590";0,192;Q3;10;0;14;0;6;13;0,20;0,00;United States;Northern America;"Routledge";"1973-2005, 2010-2012";"Geography, Planning and Development (Q3); Law (Q3); Political Science and International Relations (Q3); Economics and Econometrics (Q4)"
3073;24934;"Colonial Latin American Review";journal;"10609164";0,192;Q3;11;19;53;969;20;42;0,59;51,00;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1992-1996, 2001, 2003-2019";"Arts and Humanities (miscellaneous) (Q3); Geography, Planning and Development (Q3)"
3074;26824;"Genus";journal;"00166987";0,192;Q3;11;15;46;753;23;39;0,68;50,20;Italy;Western Europe;"Springer International Publishing AG";"1970, 1975-1998, 2007-2020";"Demography (Q3)"
3075;60486;"Himalaya";journal;"19352212";0,192;Q3;9;19;20;313;9;18;0,00;16,47;United States;Northern America;"Nepal Studies Association";"1981, 2006, 2008-2011, 2013-2019";"Social Sciences (miscellaneous) (Q3)"
3076;28889;"Journal of Hellenic Studies";journal;"00754269";0,192;Q2;28;10;34;794;22;34;0,62;79,40;United Kingdom;Western Europe;"Cambridge University Press";"1880-1891, 1893-2019";"Classics (Q1); Literature and Literary Theory (Q1); Visual Arts and Performing Arts (Q1); Archeology (Q2); Archeology (arts and humanities) (Q2); Language and Linguistics (Q2); Linguistics and Language (Q2)"
3077;21100201988;"Journal of Tourism History";journal;"17551838, 1755182X";0,192;Q2;9;11;35;830;14;35;0,38;75,45;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2009-2020";"Cultural Studies (Q2); History (Q2); Geography, Planning and Development (Q3); Tourism, Leisure and Hospitality Management (Q4); Transportation (Q4)"
3078;21100205746;"Logos (Lithuania)";journal;"08687692";0,192;Q2;5;72;228;1213;22;227;0,11;16,85;Lithuania;Eastern Europe;"Visuomenine organizacija "LOGOS"";"2008-2019";"Cultural Studies (Q2); Arts and Humanities (miscellaneous) (Q3)"
3079;17018;"New Perspectives on Turkey";journal;"08966346, 13053299";0,192;Q2;16;12;51;719;27;45;0,63;59,92;United Kingdom;Western Europe;"Cambridge University Press";"1993, 1995, 1999-2002, 2008-2019";"Cultural Studies (Q2); History (Q2); Sociology and Political Science (Q3); Economics and Econometrics (Q4)"
3080;20000195050;"Paideia";journal;"0103863X, 19824327";0,192;Q3;11;43;94;1407;20;87;0,23;32,72;Brazil;Latin America;"Universidade of Sao Paulo, Faculty of Philosophy, Languages and Literature, and Human Sciences";"2011-2019";"Education (Q3); Psychology (miscellaneous) (Q4)"
3081;16583;"Quaderni Storici";journal;"03016307";0,192;Q3;9;31;91;2234;13;85;0,08;72,06;Italy;Western Europe;"Societa Editrice Il Mulino";"1976-1977, 1979-1987, 1999, 2001-2018";"History (Q2); Sociology and Political Science (Q3)"
3082;12100155324;"Qualitative Sociology Review";journal;"17338077";0,192;Q3;12;27;50;1144;25;48;0,43;42,37;Poland;Eastern Europe;"Lodz University";"2008-2020";"Social Sciences (miscellaneous) (Q3)"
3083;7200153148;"Revista Brasileira de Gestao e Desenvolvimento Regional";journal;"1809239X";0,192;Q3;5;44;119;1192;9;109;0,09;27,09;Brazil;Latin America;"Universidade de Taubate";"2007-2019";"Environmental Science (miscellaneous) (Q3); Geography, Planning and Development (Q3); Sociology and Political Science (Q3); Urban Studies (Q3)"
3084;25366;"South Asia Research";journal;"17413141, 02627280";0,192;Q3;14;13;41;544;17;40;0,30;41,85;India;Asiatic Region;"Sage Publications India Pvt. Ltd";"1981-2020";"Arts and Humanities (miscellaneous) (Q3); Economics, Econometrics and Finance (miscellaneous) (Q3); Social Sciences (miscellaneous) (Q3)"
3085;21100314715;"Theory and Practice in Language Studies (discontinued)";journal;"20530692, 17992591";0,192;Q2;12;321;641;7113;79;641;0,12;22,16;Finland;Western Europe;"Academy Publisher";"2011-2014";"Language and Linguistics (Q2); Linguistics and Language (Q2)"
3086;7200153102;"Vetus Testamentum";journal;"15685330, 00424935";0,192;Q2;17;55;144;3813;24;141;0,20;69,33;Netherlands;Western Europe;"Brill Academic Publishers";"1951, 1954-1956, 1959-1961, 1963, 1965-1967, 1969-2020";"Literature and Literary Theory (Q1); Religious Studies (Q1); History (Q2); Language and Linguistics (Q2); Linguistics and Language (Q2)"
3087;5000154001;"Bijdragen tot de Taal-, Land- en Volkenkunde";journal;"00062294";0,191;Q2;13;11;44;526;19;43;0,47;47,82;Netherlands;Western Europe;"Brill Academic Publishers";"2005-2019";"Anthropology (Q2); Cultural Studies (Q2); Language and Linguistics (Q2); Linguistics and Language (Q2); Social Sciences (miscellaneous) (Q3)"
3088;13411;"Current Issues in Education";journal;"1099839X";0,191;Q3;13;45;115;1948;42;115;0,38;43,29;United States;Northern America;"Arizona State University";"2000-2006, 2008-2017";"Education (Q3)"
3089;11700154716;"Geography and Natural Resources";journal;"1875371X, 18753728";0,191;Q3;10;59;176;1154;19;176;0,09;19,56;Russian Federation;Eastern Europe;"Pleiades Publishing";"2008-2019";"Earth-Surface Processes (Q3); Geography, Planning and Development (Q3); Management, Monitoring, Policy and Law (Q4)"
3090;28759;"Geography Review";journal;"09507035";0,191;Q3;5;0;0;0;0;0;0,00;0,00;United Kingdom;Western Europe;"Philip Allan Publishers Ltd";"1987-2009";"Earth-Surface Processes (Q3); Geography, Planning and Development (Q3)"
3091;17600155042;"Gerontologie et Societe";journal;"01510193, 21010218";0,191;Q4;9;61;224;1019;24;209;0,09;16,70;France;Western Europe;"Fondation Nationale de Gerontologie";"2001-2013, 2018-2019";"Geriatrics and Gerontology (Q3); Gerontology (Q3); Health (social science) (Q4)"
3092;5800175373;"Juncture";journal;"1744540X, 20505876";0,191;Q3;6;39;0;91;0;0;0,00;2,33;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"2013-2017";"Economics, Econometrics and Finance (miscellaneous) (Q3); Political Science and International Relations (Q3); Sociology and Political Science (Q3)"
3093;39166;"Local Population Studies";journal;"01432974";0,191;Q3;9;12;43;445;5;35;0,12;37,08;United Kingdom;Western Europe;"Local Population Studies Society";"1969, 1972, 1974, 1976-2016";"Arts and Humanities (miscellaneous) (Q3); Demography (Q3); Geography, Planning and Development (Q3)"
3094;21100201041;"Terra Sebus";journal;"20669143";0,191;Q2;7;32;79;1375;14;79;0,13;42,97;Romania;Eastern Europe;"Ioan Raica Municipal Museum";"2009-2019";"Conservation (Q1); Archeology (Q2); Archeology (arts and humanities) (Q2); History (Q2); Museology (Q2)"
3095;17600155047;"Therapie Familiale (discontinued)";journal;"02504952";0,191;Q4;10;42;71;903;20;67;0,20;21,50;Switzerland;Western Europe;"Medecine Et Hygiene";"2001-2018";"Clinical Psychology (Q4); Health (social science) (Q4); Social Psychology (Q4)"
3096;21100211373;"Formacion Universitaria";journal;"07185006";0,190;Q3;12;32;34;751;14;30;0,47;23,47;Chile;Latin America;"Centro de Informacion Tecnologica";"2012-2020";"Education (Q3)"
3097;21100364441;"gis.Science - Die Zeitschrift fur Geoinformatik";journal;"18699391";0,190;Q3;2;11;9;201;2;7;0,29;18,27;Germany;Western Europe;"Wichmann Verlag";"2012-2020";"Geography, Planning and Development (Q3); Information Systems (Q4)"
3098;5600155275;"Historia y Comunicacion Social";journal;"19883056, 11370734";0,190;Q3;7;211;36;3906;14;34;0,44;18,51;Spain;Western Europe;"Universidad Complutense de Madrid";"2010-2019";"History (Q2); Communication (Q3); Sociology and Political Science (Q3)"
3099;17700156749;"Intangible Capital";journal;"20143214, 16979818";0,190;Q3;13;51;54;2704;27;52;0,58;53,02;Spain;Western Europe;"";"2009-2019";"Business and International Management (Q3); Education (Q3); Organizational Behavior and Human Resource Management (Q3); Strategy and Management (Q3); Accounting (Q4); Management of Technology and Innovation (Q4)"
3100;19900191805;"Review of Communication";journal;"15358593";0,190;Q3;12;18;82;1668;26;65;0,32;92,67;United States;Northern America;"Routledge";"2010-2020";"Communication (Q3)"
3101;26436;"Social Science Japan Journal";journal;"13691465, 14682680";0,190;Q3;19;13;29;648;14;25;0,35;49,85;United Kingdom;Western Europe;"Oxford University Press";"1998-2020";"Social Sciences (miscellaneous) (Q3)"
3102;5700165452;"Tarsadalomkutatas";journal;"15882918, 02312522";0,190;Q3;3;30;97;791;7;94;0,09;26,37;Hungary;Eastern Europe;"Akademiai Kiado";"2007-2014";"Development (Q3); Law (Q3); Sociology and Political Science (Q3)"
3103;16400154717;"Acta Archaeologica";journal;"0065101X, 16000390";0,189;Q2;11;1;39;438;9;38;0,08;438,00;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"2000-2019";"Archeology (Q2); Archeology (arts and humanities) (Q2)"
3104;5800169484;"Defence Studies";journal;"14702436, 17439698";0,189;Q3;9;21;67;2101;21;66;0,21;100,05;United Kingdom;Western Europe;"Routledge";"2010-2020";"History (Q2); Political Science and International Relations (Q3)"
3105;5800207863;"Eesti Rakenduslingvistika Uhingu Aastaraamat";journal;"17362563";0,189;Q2;7;21;54;585;8;54;0,18;27,86;Estonia;Eastern Europe;"Estonian Association Applied Linguists";"2005-2019";"Language and Linguistics (Q2); Linguistics and Language (Q2); Education (Q4)"
3106;19700200930;"Lahivordlusi/Lahivertailuja";journal;"22283854, 17369290";0,189;Q2;6;18;27;595;12;25;0,48;33,06;Estonia;Eastern Europe;"Estonian Association for Applied Linguistics";"2011-2019";"Language and Linguistics (Q2); Linguistics and Language (Q2)"
3107;21100396570;"Lavoro e Diritto";journal;"1120947X";0,189;Q3;8;31;106;1279;46;105;0,63;41,26;Italy;Western Europe;"Il Mulino publishing house";"1997-2019";"Law (Q3)"
3108;16100154746;"Oxford Literary Review";journal;"03051498";0,189;Q2;9;13;45;216;22;42;0,24;16,62;United Kingdom;Western Europe;"Edinburgh University Press";"2002-2019";"Literature and Literary Theory (Q1); Cultural Studies (Q2)"
3109;6500153155;"Public Archaeology";journal;"14655187, 17535530";0,189;Q2;12;20;26;883;12;19;0,63;44,15;United Kingdom;Western Europe;"Maney Publishing";"2011-2020";"Archeology (Q2); Archeology (arts and humanities) (Q2)"
3110;21100855843;"Public Policy and Administration";journal;"16482603, 20292872";0,189;Q3;8;48;102;994;22;102;0,22;20,71;Lithuania;Eastern Europe;"Mykolas Riomeris University";"2011-2019";"Public Administration (Q3)"
3111;5800207580;"Rasprave Instituta za Hrvatski Jezik i Jezikoslovlje";journal;"13316745";0,189;Q2;5;54;24;1435;9;24;0,38;26,57;Croatia;Eastern Europe;"Institut za Hrvatski Jezik i Jezikoslovlje";"2011, 2013-2018";"Language and Linguistics (Q2); Linguistics and Language (Q2)"
3112;21100202508;"Revista Brasileira de Orientacao Profissional";journal;"16793390, 19847270";0,189;Q3;8;27;55;894;18;47;0,38;33,11;Brazil;Latin America;"Universidade de Sao Paulo, Faculdade de Filosofia";"2011-2019";"Education (Q3); Applied Psychology (Q4); Organizational Behavior and Human Resource Management (Q4)"
